rome_code,competence_code,competence_libelle_rome,nombre_offres_skill,rome_libelle,sortants_total,taux_moyen,nombre_offres_ft,offres_alternance,taux_offres_alternance,cluster_id,cluster_label,code_metier_bmo,nom_metier_bmo,niveau_confiance,bmo_projets_recrutement_annee_ref,bmo_projets_difficiles_annee_ref,bmo_projets_saisonniers_annee_ref,score_mixte_demande_skills,rank_skill_rome
M1405,300457,Définir et faire évoluer des procédés de traitement de l'information,17,Data scientist,120.0,0.0,90,4,4.444444444444445,0,cluster_volume_modere,M2X90,"Ingénieurs et cadres d'étude, recherche et développement en informatique et télécom",eleve,18127,10416,112,2040.0,2.0
M1405,300085,Conduire des travaux d'études et de recherche,5,Data scientist,120.0,0.0,90,4,4.444444444444445,0,cluster_volume_modere,M2X90,"Ingénieurs et cadres d'étude, recherche et développement en informatique et télécom",eleve,18127,10416,112,600.0,3.0
M1405,300200,Exploiter des solutions de Data Science ou d'Intelligence Artificielle,2,Data scientist,120.0,0.0,90,4,4.444444444444445,0,cluster_volume_modere,M2X90,"Ingénieurs et cadres d'étude, recherche et développement en informatique et télécom",eleve,18127,10416,112,240.0,4.0
M1405,124418,Réaliser un modèle de prévision,1,Data scientist,120.0,0.0,90,4,4.444444444444445,0,cluster_volume_modere,M2X90,"Ingénieurs et cadres d'étude, recherche et développement en informatique et télécom",eleve,18127,10416,112,120.0,5.0
M1405,113798,Programmation en Python,1,Data scientist,120.0,0.0,90,4,4.444444444444445,0,cluster_volume_modere,M2X90,"Ingénieurs et cadres d'étude, recherche et développement en informatique et télécom",eleve,18127,10416,112,120.0,5.0
M1405,100113,Logiciels de gestion de base de données,1,Data scientist,120.0,0.0,90,4,4.444444444444445,0,cluster_volume_modere,M2X90,"Ingénieurs et cadres d'étude, recherche et développement en informatique et télécom",eleve,18127,10416,112,120.0,5.0
M1405,113312,"Optimiser des algorithmes, une application informatique et mettre en oeuvre leur développement",1,Data scientist,120.0,0.0,90,4,4.444444444444445,0,cluster_volume_modere,M2X90,"Ingénieurs et cadres d'étude, recherche et développement en informatique et télécom",eleve,18127,10416,112,120.0,5.0
M1405,513457,Utiliser l'anglais dans un contexte professionnel,1,Data scientist,120.0,0.0,90,4,4.444444444444445,0,cluster_volume_modere,M2X90,"Ingénieurs et cadres d'étude, recherche et développement en informatique et télécom",eleve,18127,10416,112,120.0,5.0
M1405,400367,Analyser des données pour prendre des décisions stratégiques,1,Data scientist,120.0,0.0,90,4,4.444444444444445,0,cluster_volume_modere,M2X90,"Ingénieurs et cadres d'étude, recherche et développement en informatique et télécom",eleve,18127,10416,112,120.0,5.0
M1405,117218,Application des méthodes de machine learning dans BI,1,Data scientist,120.0,0.0,90,4,4.444444444444445,0,cluster_volume_modere,M2X90,"Ingénieurs et cadres d'étude, recherche et développement en informatique et télécom",eleve,18127,10416,112,120.0,5.0
M1405,120317,Assurer le suivi de la qualité des données,1,Data scientist,120.0,0.0,90,4,4.444444444444445,0,cluster_volume_modere,M2X90,"Ingénieurs et cadres d'étude, recherche et développement en informatique et télécom",eleve,18127,10416,112,120.0,5.0
M1405,300068,Réaliser une analyse ou modélisation statistique de données,1,Data scientist,120.0,0.0,90,4,4.444444444444445,0,cluster_volume_modere,M2X90,"Ingénieurs et cadres d'étude, recherche et développement en informatique et télécom",eleve,18127,10416,112,120.0,5.0
H2605,300233,"Réaliser les travaux de montage, d'assemblage",1,Monteur-câbleur / Monteuse-câbleuse en électronique,110.0,0.0,1,0,0.0,2,cluster_equilibre_demande_offre,,,,,,,110.0,1.0
H2605,122027,Définir l'implantation des éléments d'un équipement,1,Monteur-câbleur / Monteuse-câbleuse en électronique,110.0,0.0,1,0,0.0,2,cluster_equilibre_demande_offre,,,,,,,110.0,1.0
H2605,105775,"Vérifier le montage et le câblage (valeur des composants, continuité électrique, etc.)",1,Monteur-câbleur / Monteuse-câbleuse en électronique,110.0,0.0,1,0,0.0,2,cluster_equilibre_demande_offre,,,,,,,110.0,1.0
H2605,103070,Lecture de plans et de schémas,1,Monteur-câbleur / Monteuse-câbleuse en électronique,110.0,0.0,1,0,0.0,2,cluster_equilibre_demande_offre,,,,,,,110.0,1.0
H2605,105771,Vérifier les composants et les disposer en fonction du déroulement des opérations de montage,1,Monteur-câbleur / Monteuse-câbleuse en électronique,110.0,0.0,1,0,0.0,2,cluster_equilibre_demande_offre,,,,,,,110.0,1.0
H2605,100286,Techniques de soudure,1,Monteur-câbleur / Monteuse-câbleuse en électronique,110.0,0.0,1,0,0.0,2,cluster_equilibre_demande_offre,,,,,,,110.0,1.0
