type_territoire,code_territoire,territoire,code_formation,formation,observations,periodes,valeur_principale_moyenne,taux_moyen,derniere_mise_a_jour
REG,75,NOUVELLE-AQUITAINE,101,développement des compétences,10,10,2404.0,44.9,2026-06-12 10:19:07+02
