nombre_offres,nombre_codes_rome,nombre_regions,derniere_collecte,offres_mappees_certification,offres_sans_mapping,offres_a_valider,certifications_distinctes,projets_recrutement,derniere_annee_bmo,couverture_certifications_pct
1047,119,16,2026-08-31 21:32:30+02,386,661,802,2352,255380,2026,36.9
