numero_fiche,intitule_certification,nombre_offres,codes_rome_distincts,methode_correspondance,niveau_confiance
RNCP38160,Droit social (fiche nationale),1,1,correspondance_officielle_france_competences,officiel
RNCP38990,"Psychologie sociale, du travail et des organisations (fiche nationale)",1,1,correspondance_officielle_france_competences,officiel
RNCP39258,Responsable rémunération globale et avantages sociaux ,1,1,correspondance_officielle_france_competences,officiel
RNCP39364,Manager en stratégie et développement des ressources humaines,1,1,correspondance_officielle_france_competences,officiel
RNCP40244,Manager des ressources humaines,1,1,correspondance_officielle_france_competences,officiel
RNCP40594,Chargé de missions RH,1,1,correspondance_officielle_france_competences,officiel
RNCP41092,Manager international des ressources humaines,1,1,correspondance_officielle_france_competences,officiel
RNCP41132,Responsable ressources humaines,1,1,correspondance_officielle_france_competences,officiel
RNCP41486,Consultant en recrutement des agences d'emploi,1,1,correspondance_officielle_france_competences,officiel
RNCP42639,Manager des ressources humaines,1,1,correspondance_officielle_france_competences,officiel
RNCP36941,Espace,1,1,correspondance_officielle_france_competences,officiel
RNCP42294,"Ingénieur diplômé de l’école polytechnique universitaire de l’institut national polytechnique Clermont Auvergne, spécialité génie civil",1,1,correspondance_officielle_france_competences,officiel
RNCP40309,Propreté et prévention des biocontaminations,1,1,correspondance_officielle_france_competences,officiel
RNCP41689,Conducteur d’équipements industriels,1,1,correspondance_officielle_france_competences,officiel
RNCP39839,CQP Technicien monteur d'équipement industriel,1,1,correspondance_officielle_france_competences,officiel
RNCP40501,Maintenance et technologie : contrôle industriel (fiche nationale),1,1,correspondance_officielle_france_competences,officiel
RNCP39954,CQP Opérateur de production en milieu pyrotechnique,1,1,correspondance_officielle_france_competences,officiel
RNCP41971,CQP Opérateur en préparation de commandes,1,1,correspondance_officielle_france_competences,officiel
RNCP42143,Emballeur professionnel,1,1,correspondance_officielle_france_competences,officiel
RNCP35960,Manager Produits et Marketing,2,1,correspondance_officielle_france_competences,officiel
RNCP36369,Manager des stratégies digitales (MS),2,1,correspondance_officielle_france_competences,officiel
RNCP36551,Programme Grande Ecole,2,1,correspondance_officielle_france_competences,officiel
RNCP36669,Diplôme du programme grande école (PGE),2,1,correspondance_officielle_france_competences,officiel
RNCP36687,Diplôme d'études avancées en management international des entreprises,2,1,correspondance_officielle_france_competences,officiel
RNCP37714,Programme Grande Ecole,2,1,correspondance_officielle_france_competences,officiel
RNCP38123,Responsable du développement commercial,2,1,correspondance_officielle_france_competences,officiel
RNCP38602,Responsable du développement des affaires,2,1,correspondance_officielle_france_competences,officiel
RNCP39354,Manager du développement d'entreprise et commercial,2,1,correspondance_officielle_france_competences,officiel
RNCP40349,Manager marketing et communication,2,1,correspondance_officielle_france_competences,officiel
RNCP40851,Chef de projet webmarketing et e-commerce,2,1,correspondance_officielle_france_competences,officiel
RNCP40898,Expert en intelligence économique,2,1,correspondance_officielle_france_competences,officiel
RNCP41042,Diplôme supérieur en commerce et marketing opérationnel,2,1,correspondance_officielle_france_competences,officiel
RNCP41047,Diplôme de manager international,2,1,correspondance_officielle_france_competences,officiel
RNCP41723,Directeur de la collecte de fonds et du mécénat,2,1,correspondance_officielle_france_competences,officiel
RNCP42090,Diplôme en gestion et développement des entreprises,2,1,correspondance_officielle_france_competences,officiel
RNCP42481,Directeur commercial marketing et stratégie digitale,2,1,correspondance_officielle_france_competences,officiel
RNCP42566,Commerce et distribution (fiche nationale) ,2,1,correspondance_officielle_france_competences,officiel
RNCP37980,Paysan-herboriste,1,1,correspondance_officielle_france_competences,officiel
RNCP38831,Conseiller de vente omnicanale mode et beauté,1,1,correspondance_officielle_france_competences,officiel
RNCP40266,Décorateur en ameublement d'intérieur,1,1,correspondance_officielle_france_competences,officiel
RNCP40712,Diplôme de Gestion et Management des entreprises,1,1,correspondance_officielle_france_competences,officiel
RNCP41485,Attaché commercial,1,1,correspondance_officielle_france_competences,officiel
RNCP36238,Fraiseur en réalisation de pièces mécaniques,1,1,correspondance_officielle_france_competences,officiel
RNCP39722,Opérateur sur machines-outils conventionnelles de production,1,1,correspondance_officielle_france_competences,officiel
RNCP41097,CQP Technicien en rectification industrielle,1,1,correspondance_officielle_france_competences,officiel
RNCP41401,CQP Technicien de cellule autonome pluri-technologique,1,1,correspondance_officielle_france_competences,officiel
RNCP37275,Formateur professionnel d'adultes,3,1,correspondance_officielle_france_competences,officiel
RNCP40066,Intervention sociale : insertion et réinsertion sociale et professionnelle (fiche nationale),3,1,correspondance_officielle_france_competences,officiel
RNCP41518,Conseiller en formation au tir de riposte,3,1,correspondance_officielle_france_competences,officiel
RNCP41554,Carrières sociales : Éducation spécialisée,3,1,correspondance_officielle_france_competences,officiel
RNCP37482,Ingénieur diplômé de l'ENSIL-ENSCI de l'Université de Limoges spécialité Systèmes d'Information (SI),6,1,correspondance_officielle_france_competences,officiel
RNCP38114,Architecte de Systèmes d'Information,7,2,correspondance_officielle_france_competences,officiel
RNCP40903,Manager en énergie,1,1,correspondance_officielle_france_competences,officiel
RNCP41137,CQP Coordonnateur Lean et amélioration continue,1,1,correspondance_officielle_france_competences,officiel
RNCP39101,Conseiller en gestion de patrimoine,2,2,correspondance_officielle_france_competences,officiel
RNCP41645,Conseiller multi-canal de clientèle particuliers en banque assurance,1,1,correspondance_officielle_france_competences,officiel
RNCP41716,Conseiller clientèle des particuliers et des professionnels en banque et assurance,1,1,correspondance_officielle_france_competences,officiel
RNCP42360,Gestion de patrimoine (fiche nationale),1,1,correspondance_officielle_france_competences,officiel
RNCP37487,Opérateur en appareillage orthopédique Spécialité podo-orthèse,1,1,correspondance_officielle_france_competences,officiel
RNCP40039,Podo-orthésiste,1,1,correspondance_officielle_france_competences,officiel
RNCP35844,Maintenance et Efficacité Energétique,1,1,correspondance_officielle_france_competences,officiel
RNCP37876,Monteur dépanneur frigoriste,1,1,correspondance_officielle_france_competences,officiel
RNCP38081,Technicien de maintenance d'équipements de confort climatique ,1,1,correspondance_officielle_france_competences,officiel
RNCP38726,Monteur en installations de génie climatique et sanitaire,1,1,correspondance_officielle_france_competences,officiel
RNCP38748,Technicien de maintenance CVC,1,1,correspondance_officielle_france_competences,officiel
RNCP42086,Technicien d'intervention en froid et équipements de cuisines professionnelles,1,1,correspondance_officielle_france_competences,officiel
RNCP42119,Métiers du Froid et des Energies Renouvelables,1,1,correspondance_officielle_france_competences,officiel
RNCP35465,Génie Mécanique et Productique : Management de process industriel,1,1,correspondance_officielle_france_competences,officiel
RNCP36332,Maintenance des installations oléohydrauliques et pneumatiques,1,1,correspondance_officielle_france_competences,officiel
RNCP36966,Motorisations toutes énergies ,1,1,correspondance_officielle_france_competences,officiel
RNCP37276,Electromécanicien de maintenance industrielle,1,1,correspondance_officielle_france_competences,officiel
RNCP38367,"Maintenance des véhicules (Option A : Voitures particulières, Option B : Véhicules de transport routier, Option C : Motocycles)",1,1,correspondance_officielle_france_competences,officiel
RNCP39210, Technicien en maintenance industrielle,1,1,correspondance_officielle_france_competences,officiel
RNCP39344,CQP Technicien en machines tournantes sous pression,1,1,correspondance_officielle_france_competences,officiel
RNCP39874,CQP Technicien de maintenance d’appareils de chauffage au gaz,1,1,correspondance_officielle_france_competences,officiel
RNCP41536,Technicien de maintenance industrielle,1,1,correspondance_officielle_france_competences,officiel
RNCP41580,Génie mécanique et productique : Chargé d'affaires industrielles,1,1,correspondance_officielle_france_competences,officiel
RNCP41679,CQP Agent de maintenance du secteur alimentaire,1,1,correspondance_officielle_france_competences,officiel
RNCP42059,CQP Mécanicien en machines tournantes sous pression,1,1,correspondance_officielle_france_competences,officiel
RNCP37252,Diplôme d’études supérieures de management stratégique d’activités internationales,7,2,correspondance_officielle_france_competences,officiel
RNCP35908, Management des systèmes d’information (fiche nationale),156,4,correspondance_officielle_france_competences,officiel
RNCP35994,"Ingénieur diplômé de l’Ecole Polytechnique Universitaire de Savoie de l'Université de Chambéry, Spécialité Informatique",162,5,correspondance_officielle_france_competences,officiel
RNCP36793,"Ingénieur diplômé de l’école nationale supérieure d'électronique, informatique, télécommunications, mathématique et mécanique de Bordeaux de l’institut polytechnique de Bordeaux, spécialité réseaux et informatique",152,4,correspondance_officielle_france_competences,officiel
RNCP36909,Manager du numérique et du système d’information,143,3,correspondance_officielle_france_competences,officiel
RNCP37744,Expert en ingénierie informatique,157,4,correspondance_officielle_france_competences,officiel
RNCP37843,Directeur de la donnée (chief data officer),156,4,correspondance_officielle_france_competences,officiel
RNCP38355,Intelligence économique (fiche nationale),150,2,correspondance_officielle_france_competences,officiel
RNCP38637,"Ingénieur diplômé de l'Ecole nationale supérieure Mines-Télécom Atlantique Bretagne-Pays de la Loire de l'Institut Mines-Télécom, spécialité réseaux et télécommunications",156,3,correspondance_officielle_france_competences,officiel
RNCP38958,"Ingénieur diplômé de l'Université de Technologie de Belfort - Montbéliard, spécialité Informatique",157,4,correspondance_officielle_france_competences,officiel
RNCP39279,"Calcul haute performance, simulation (fiche nationale)",159,3,correspondance_officielle_france_competences,officiel
RNCP39775,Expert en ingénierie et science des données,157,4,correspondance_officielle_france_competences,officiel
RNCP40167,Expert en ingénierie de données massives et intelligence artificielle,157,4,correspondance_officielle_france_competences,officiel
RNCP40239,Directeur de projets informatiques,137,2,correspondance_officielle_france_competences,officiel
RNCP40574,Chef de projet en management de l'information stratégique,136,1,correspondance_officielle_france_competences,officiel
RNCP40637,"Ingénieur spécialisé en Management électricité et numérique, diplômé de l'Ecole nationale supérieure du pétrole et des moteurs",154,4,correspondance_officielle_france_competences,officiel
RNCP40745,Sciences et ingénierie - Cybersécurité et réseaux,153,4,correspondance_officielle_france_competences,officiel
RNCP40757,"Ingénieur diplômé de l'Ecole Polytechnique Universitaire de l'Université de Montpellier, spécialité Informatique",162,5,correspondance_officielle_france_competences,officiel
RNCP40791,"Systèmes d’information, Réseaux et Numérique",136,1,correspondance_officielle_france_competences,officiel
RNCP40859,Expert en architecture green IT et solutions applicatives écoresponsables,162,5,correspondance_officielle_france_competences,officiel
RNCP40873,Expert en solution connectée (IoT),157,4,correspondance_officielle_france_competences,officiel
RNCP40971,"ingénieur diplômé de l'Institut national des sciences appliquées de Lyon, spécialité informatique",167,5,correspondance_officielle_france_competences,officiel
RNCP41265,"Ingénieur diplômé de l'institut national des sciences appliquées de Rennes, spécialité informatique",167,5,correspondance_officielle_france_competences,officiel
RNCP41450,Expert en développement numérique responsable,156,3,correspondance_officielle_france_competences,officiel
RNCP41614,Réseaux & télécommunications : Pilotage de projets de réseaux,148,4,correspondance_officielle_france_competences,officiel
RNCP41772,Expert en transformation digitale et optimisation des systèmes industriels (MSc CGE),138,2,correspondance_officielle_france_competences,officiel
RNCP41847,"Responsable d’ingénierie des systèmes numériques, option « analyste et développement », option « systèmes et réseaux », option « télécommunications »",156,4,correspondance_officielle_france_competences,officiel
RNCP41878,Responsable green IT,156,3,correspondance_officielle_france_competences,officiel
RNCP42098,"Ingénieur diplômé de l’Ecole nationale supérieure Mines-Télécom Atlantique Bretagne Pays de la Loire de l’Institut Mines-Télécom, spécialité Informatique",157,4,correspondance_officielle_france_competences,officiel
RNCP42198,Responsable green IT,156,3,correspondance_officielle_france_competences,officiel
RNCP42658,Expert en ingénierie informatique,150,2,correspondance_officielle_france_competences,officiel
RNCP35973,Sciences et techniques des activités physiques et sportives : ergonomie du sport et performance motrice (fiche nationale),10,2,correspondance_officielle_france_competences,officiel
RNCP36178,"Ingénieur diplômé de l'École nationale supérieure d’électronique, informatique, télécommunications, mathématique et mécanique de Bordeaux de l’Institut polytechnique de Bordeaux, spécialité mathématiques appliquées et mécanique",10,2,correspondance_officielle_france_competences,officiel
RNCP37929,"Ingénieur diplômé de l'école polytechnique universitaire d'Université Côte d’Azur, spécialité Mathématiques Appliquées  ",37,5,correspondance_officielle_france_competences,officiel
RNCP38083,Ingénieur diplômé de l'Ecole Nationale Supérieure des Industries Chimiques de l'Université de Lorraine,12,3,correspondance_officielle_france_competences,officiel
RNCP38691,Nanosciences et nanotechnologies (fiche nationale),12,3,correspondance_officielle_france_competences,officiel
RNCP38708,Sciences et génie des matériaux (fiche nationale),12,3,correspondance_officielle_france_competences,officiel
RNCP38970,Biologie-Santé  (fiche nationale),10,2,correspondance_officielle_france_competences,officiel
RNCP39890,Santé (fiche nationale),1,1,correspondance_officielle_france_competences,officiel
RNCP40544,Sciences et Ingénierie- Biotechnologies,11,3,correspondance_officielle_france_competences,officiel
RNCP40618,Éthique (fiche nationale),1,1,correspondance_officielle_france_competences,officiel
RNCP41214, Ingénieur diplômé de CY Tech de CY Cergy Paris Université Spécialité Génie Civil,1,1,correspondance_officielle_france_competences,officiel
RNCP41284,Ingénieur diplômé de l’École supérieure de chimie organique et minérale,12,3,correspondance_officielle_france_competences,officiel
RNCP42223,"Ingénieur diplômé de l'Institut national des sciences appliquées de Lyon, spécialité biotechnologies et bioinformatique",11,3,correspondance_officielle_france_competences,officiel
RNCP35355,Techniques de commercialisation : business international : achat et vente,1,1,correspondance_officielle_france_competences,officiel
RNCP38488,Manager achats et supply chain,2,2,correspondance_officielle_france_competences,officiel
RNCP40456,"Ingénieur diplômé de l'ECAM Rennes - Louis de Broglie, spécialité Génie Industriel",13,4,correspondance_officielle_france_competences,officiel
RNCP42628,"Chef de produits mode, luxe et textile",1,1,correspondance_officielle_france_competences,officiel
RNCP36437,Diplôme d’études supérieures en management des affaires internationales (CESEM),4,2,correspondance_officielle_france_competences,officiel
RNCP37988,"Diplôme supérieur en marketing, vente et gestion",4,2,correspondance_officielle_france_competences,officiel
RNCP38071,Programme Grande Ecole,9,2,correspondance_officielle_france_competences,officiel
RNCP38759,"Diplôme d'études supérieures en management, sciences humaines et sciences appliquées",2,1,correspondance_officielle_france_competences,officiel
RNCP40108,Métiers de la gestion et de la comptabilité : contrôle de gestion (fiche nationale),2,1,correspondance_officielle_france_competences,officiel
RNCP41191,"Diplôme Supérieur en Marketing, Commerce et Gestion",4,2,correspondance_officielle_france_competences,officiel
RNCP41231,Diplôme Supérieur en Finance Internationale,9,2,correspondance_officielle_france_competences,officiel
RNCP41822,"Diplôme de responsable en marketing, commercialisation et gestion",4,2,correspondance_officielle_france_competences,officiel
RNCP42357,Contrôle de gestion et audit organisationnel (fiche nationale),9,2,correspondance_officielle_france_competences,officiel
RNCP35185,Technicien conseil vente en alimentation (produits alimentaires et boissons),1,1,correspondance_officielle_france_competences,officiel
RNCP35863,"Sommelier-conseil, caviste",1,1,correspondance_officielle_france_competences,officiel
RNCP37213,Commercialisation éco-responsable,1,1,correspondance_officielle_france_competences,officiel
RNCP37566,Employé traiteur,1,1,correspondance_officielle_france_competences,officiel
RNCP37602,Boucher-charcutier-traiteur ,1,1,correspondance_officielle_france_competences,officiel
RNCP38247,CQP Employé de magasin,1,1,correspondance_officielle_france_competences,officiel
RNCP38853,Commercialisation des vins,1,1,correspondance_officielle_france_competences,officiel
RNCP35493,Carrières Juridiques : Entreprise et Association,4,1,correspondance_officielle_france_competences,officiel
RNCP36628,Gestionnaire paie et administration sociale ,4,1,correspondance_officielle_france_competences,officiel
RNCP37177,Chargé des Ressources Humaines,5,2,correspondance_officielle_france_competences,officiel
RNCP39049,Conseiller en recrutement,5,2,correspondance_officielle_france_competences,officiel
RNCP39526,Assistant de gestion et d'administration du personnel,4,1,correspondance_officielle_france_competences,officiel
RNCP40110,Métiers de la GRH : assistant (fiche nationale),5,2,correspondance_officielle_france_competences,officiel
RNCP40988,Activités juridiques : métiers du droit social (fiche nationale),4,1,correspondance_officielle_france_competences,officiel
RNCP42405,Diplôme d'affaires internationales,4,1,correspondance_officielle_france_competences,officiel
RNCP37406,Directeur ingénierie sécuritaire,1,1,correspondance_officielle_france_competences,officiel
RNCP38176,Administration publique (fiche nationale),1,1,correspondance_officielle_france_competences,officiel
RNCP35795,"Ingénieur diplômé de l’institut national des sciences appliquées de Rouen, spécialité informatique industrielle",25,3,correspondance_officielle_france_competences,officiel
RNCP36146,Concepteur développeur de solutions digitales ,20,2,correspondance_officielle_france_competences,officiel
RNCP36855,Expert en gouvernance de la sécurité des réseaux et des systèmes (MS),20,2,correspondance_officielle_france_competences,officiel
RNCP36949,Numérique,14,1,correspondance_officielle_france_competences,officiel
RNCP37264,Architecte de solutions digitales pour le transport et la mobilité (MS),14,1,correspondance_officielle_france_competences,officiel
RNCP37625,Concepteur-développeur d'applications web et mobile,14,1,correspondance_officielle_france_competences,officiel
RNCP38319,"Ingénieur diplômé de Télécom Physique Strasbourg de l'université de Strasbourg, spécialité informatique et réseaux",34,4,correspondance_officielle_france_competences,officiel
RNCP38998,"Optique, image, vision, multimédia (fiche nationale)",30,4,correspondance_officielle_france_competences,officiel
RNCP39103,Chargé de développement de solutions applicatives ou logicielles,14,1,correspondance_officielle_france_competences,officiel
RNCP39234,Manager entrepreneurial de projet numérique et stratégie digitale,14,1,correspondance_officielle_france_competences,officiel
RNCP39333,"Ingénieur diplômé de l’École Polytechnique Universitaire de Sorbonne Université, spécialité Mathématiques Appliquées et Informatique",29,3,correspondance_officielle_france_competences,officiel
RNCP39783,Concepteur développeur de solutions informatiques,14,1,correspondance_officielle_france_competences,officiel
RNCP40116,Informatique (fiche nationale),32,5,correspondance_officielle_france_competences,officiel
RNCP40146,Chef de projets en solutions blockchain,14,1,correspondance_officielle_france_competences,officiel
RNCP40496,"Ingénieur diplômé de l'Institut national des sciences appliquées Centre Val de Loire, spécialité sécurité informatique",32,5,correspondance_officielle_france_competences,officiel
RNCP40551,Chef de projets en intelligence artificielle et sciences des données (MS),29,3,correspondance_officielle_france_competences,officiel
RNCP40704,"Ingénieur diplômé de l’école supérieure des techniques aéronautiques et de construction automobile, spécialité systèmes embarqués et numériques",23,2,correspondance_officielle_france_competences,officiel
RNCP40939,"Ingénieur diplômé de l'Ecole Nationale Supérieure d'Electrotechnique, d'Electronique, d'Informatique, d'Hydraulique et des Télécommunications, de l'Institut National Polytechnique de Toulouse- Spécialité Informatique et Télécommunications",20,2,correspondance_officielle_france_competences,officiel
RNCP40962,"Ingénieur diplômé de l’Ecole Polytechnique Universitaire de l’Institut polytechnique de Grenoble, Spécialité Informatique et Electronique",25,3,correspondance_officielle_france_competences,officiel
RNCP41312,Concepteur développeur de solutions blockchain ,26,3,correspondance_officielle_france_competences,officiel
RNCP41455,Concepteur développeur - Mainframe,14,1,correspondance_officielle_france_competences,officiel
RNCP41588,"Informatique : Réalisation d'applications : conception, développement, validation",20,2,correspondance_officielle_france_competences,officiel
RNCP41626,"Son, option son à l’image, option sonorisation, option arts sonores",14,1,correspondance_officielle_france_competences,officiel
RNCP41718,Manager de la transformation digitale et technologique no code,14,1,correspondance_officielle_france_competences,officiel
RNCP41813,Chef de projet data et intelligence artificielle,21,3,correspondance_officielle_france_competences,officiel
RNCP42015, Diplôme de l'Ecole Polytechnique - Science et technologie (délivré à titre international),30,3,correspondance_officielle_france_competences,officiel
RNCP42591,"Ingénieur diplômé de l’université de Toulouse, spécialité Robotique",24,3,correspondance_officielle_france_competences,officiel
RNCP42641,Développeur full stack,14,1,correspondance_officielle_france_competences,officiel
RNCP42724,"Ingénieur diplômé de l'Ecole nationale supérieure d'électrotechnique, d'électronique, d'informatique, d'hydraulique et des télécommunications, de l'Institut national polytechnique de Toulouse - Spécialité informatique et télécommunications",19,2,correspondance_officielle_france_competences,officiel
RNCP36051,Maintenance aéronautique (fiche nationale),10,2,correspondance_officielle_france_competences,officiel
RNCP36781,Géoénergies (fiche nationale),11,2,correspondance_officielle_france_competences,officiel
RNCP36856,Manager de la performance énergétique (MS),9,1,correspondance_officielle_france_competences,officiel
RNCP37047,Manager en biotechnologies,12,3,correspondance_officielle_france_competences,officiel
RNCP37592,"Ingénieur diplômé de l’université des Antilles, spécialité Environnement et matériaux",9,1,correspondance_officielle_france_competences,officiel
RNCP37626,Eco-énergéticien,10,2,correspondance_officielle_france_competences,officiel
RNCP37959,"Ingénieur diplômé de l'Ecole nationale supérieure d’agronomie et des industries alimentaires de l'Université de Lorraine, spécialité Industries alimentaires",12,3,correspondance_officielle_france_competences,officiel
RNCP37961,"Ingénieur diplômé de l’école polytechnique de l'université de Lorraine, spécialité Energétique et mécanique",12,3,correspondance_officielle_france_competences,officiel
RNCP38061,"Ingénieur diplômé de l'institut national des sciences appliquées de Strasbourg, spécialité génie énergétique",9,1,correspondance_officielle_france_competences,officiel
RNCP38321,"Ingénieur diplômé de l'Institut Supérieur de l'Electronique et du Numérique, spécialité électronique et informatique industrielle",18,4,correspondance_officielle_france_competences,officiel
RNCP38407,"Ingénieur diplômé de l'Institut Agro Dijon de l'Institut national d'enseignement supérieur pour l'agriculture, l'alimentation et l'environnement spécialité agroalimentaire",11,2,correspondance_officielle_france_competences,officiel
RNCP38688,"Energétique, thermique (fiche nationale)",11,2,correspondance_officielle_france_competences,officiel
RNCP38764,Management et Sciences de l'Ingénieur,9,1,correspondance_officielle_france_competences,officiel
RNCP38882,Développement et réalisation bois,9,1,correspondance_officielle_france_competences,officiel
RNCP38887,Ingénieur diplômé de l'école nationale supérieure de techniques avancées Bretagne,9,1,correspondance_officielle_france_competences,officiel
RNCP38932,Responsable de la numérisation des systèmes et processus de production,13,4,correspondance_officielle_france_competences,officiel
RNCP38975,"Electronique, énergie électrique, automatique (fiche nationale)",9,1,correspondance_officielle_france_competences,officiel
RNCP39027,"Ingénieur diplômé de l’Ecole d’ingénieurs de l’université de Caen, spécialité Agroalimentaire ",9,1,correspondance_officielle_france_competences,officiel
RNCP39057,"Ingénieur diplômé du Conservatoire national des arts et métiers, spécialité Matériaux, emballage et conditionnement",12,3,correspondance_officielle_france_competences,officiel
RNCP39094,Manager de l’innovation et du développement entrepreneurial (MS),9,1,correspondance_officielle_france_competences,officiel
RNCP39302,"Ingénieur diplômé de l’École nationale supérieure en génie des technologies industrielles de l’université de Pau, spécialité génie électrique et informatique industrielle ",12,3,correspondance_officielle_france_competences,officiel
RNCP39307,"Ingénieur diplômé du Conservatoire national des art et métiers, spécialité Aéronautique et espace ",12,3,correspondance_officielle_france_competences,officiel
RNCP39509,"Sciences de l'océan, de l'atmosphère et du climat (fiche nationale)",9,1,correspondance_officielle_france_competences,officiel
RNCP39517,Sciences de la vie (fiche nationale),9,1,correspondance_officielle_france_competences,officiel
RNCP39550,Sciences et Ingénierie - Génie énergétique et environnement ,9,1,correspondance_officielle_france_competences,officiel
RNCP39562,Ingénieur diplômé de l'École nationale supérieure des mines de Saint Étienne de l'institut Mines-Télécom ,11,2,correspondance_officielle_france_competences,officiel
RNCP39567,"Ingénieur diplômé de l’Ecole Polytechnique Universitaire de l’Université Lyon 1, spécialité Mécanique",12,3,correspondance_officielle_france_competences,officiel
RNCP39668,"Ingénieur Diplômé de l'Ecole Nationale de Mécanique et d'Aérotechnique, spécialité Génie industriel pour l'Aéronautique et l'Espace",12,3,correspondance_officielle_france_competences,officiel
RNCP39848,Chargé de projet en ingénierie numérique dans l'industrie,10,2,correspondance_officielle_france_competences,officiel
RNCP39850,Manager de la sécurité dans le système du transport aérien (MS),10,2,correspondance_officielle_france_competences,officiel
RNCP39880,Expert en digitalisation et exploitation des bâtiments,9,1,correspondance_officielle_france_competences,officiel
RNCP39895,"Ingénieur diplômé de l'institut national des sciences appliquées de Rouen, spécialité Génie Energétique",11,2,correspondance_officielle_france_competences,officiel
RNCP39896,"Ingénieur diplômé de l'institut national des sciences appliquées de Rouen, spécialité génie des procédés et gestion des risques",9,1,correspondance_officielle_france_competences,officiel
RNCP39910,Ingénieur diplômé de l’école supérieure du bois,9,1,correspondance_officielle_france_competences,officiel
RNCP39915,"Ingénieur diplômé de l’Institut Agro Rennes-Angers de l’Institut national d’enseignement supérieur pour l’agriculture, l’alimentation et l’environnement (Institut Agro), spécialité agronomie",9,1,correspondance_officielle_france_competences,officiel
RNCP39916,"Titre ingénieur - Ingénieur diplômé de l’École polytechnique universitaire de l’université Lyon-I, spécialité Matériaux",12,3,correspondance_officielle_france_competences,officiel
RNCP40021,Ingénieur diplômé de l’École Nationale Supérieure de Mécanique et des Microtechniques spécialité Microtechniques,10,2,correspondance_officielle_france_competences,officiel
RNCP40199,Ingénieur diplômé de CentraleSupélec,9,1,correspondance_officielle_france_competences,officiel
RNCP40455,Ingénieur diplômé de l'ECAM Rennes - Louis de Broglie,18,4,correspondance_officielle_france_competences,officiel
RNCP40752,"Ingénieur diplômé de l'institut national des sciences appliquées Centre Val de Loire, spécialité génie industriel",11,2,correspondance_officielle_france_competences,officiel
RNCP40768,"Ingénieur spécialisé en Ingénierie des projets éoliens offshore, diplômé de l'Ecole nationale supérieure du pétrole et des moteurs ",11,2,correspondance_officielle_france_competences,officiel
RNCP40784,Ingénieur diplômé de l’Institut Supérieur de l’Automobile et des Transports de l'Université Bourgogne Europe  - spécialité  Génie Industriel,12,3,correspondance_officielle_france_competences,officiel
RNCP40821,"Ingénieur diplômé de l'Institut national des sciences appliquées Hauts-de-France, spécialité Mécatronique ",12,3,correspondance_officielle_france_competences,officiel
RNCP40933,"Ingénieur diplômé de l’Institut Polytechnique UniLaSalle, spécialité Agronomie et Agro-Industries",13,3,correspondance_officielle_france_competences,officiel
RNCP40951,"Ingénieur diplômé de l'école polytechnique universitaire de Nantes Université, spécialité Thermique-Energétique",9,1,correspondance_officielle_france_competences,officiel
RNCP41029,"Ingénieur diplômé de l'Ecole nationale supérieure de l’énergie, de l’eau et de l’environnement de l’Institut polytechnique de Grenoble, spécialité énergie électrique et énergétique",11,2,correspondance_officielle_france_competences,officiel
RNCP41148,Ingénieur diplômé de l'école nationale supérieure Mines-Telecom Lille Douai de l'Institut Mines Telecom,10,2,correspondance_officielle_france_competences,officiel
RNCP41151,"Ingénieur diplômé de l’école nationale supérieure Mines-Télécom Lille Douai de l'Instutit Mines-Télécom, spécialité plasturgie et matériaux composites",12,3,correspondance_officielle_france_competences,officiel
RNCP41170,"Ingénieur diplômé de l'institut national des sciences appliquées de Toulouse, spécialité génie des procédés et environnement",11,2,correspondance_officielle_france_competences,officiel
RNCP41204,"Ingénieur diplômé de l’institut supérieur aquitain du bâtiment et des travaux publics de l'université de Pau, spécialité bâtiment et travaux publics",9,1,correspondance_officielle_france_competences,officiel
RNCP41247,Ingénieur diplômé de l’Ecole d’Ingénieurs du Littoral Côte d’Opale de l'Université du Littoral Côte d'Opale spécialité Génie Industriel,12,3,correspondance_officielle_france_competences,officiel
RNCP41260,"Ingénieur diplômé de l’école nationale supérieure en génie des technologies industrielles de l’université de Pau, spécialité énergétique",12,3,correspondance_officielle_france_competences,officiel
RNCP41271,"Ingénieur diplômé de l’École d’ingénieurs SIGMA Clermont de l’Institut National Polytechnique Clermont Auvergne, spécialité mécanique",12,3,correspondance_officielle_france_competences,officiel
RNCP41380,Ingénieur diplômé de l'Université Paris XIII spécialité Énergétique,9,1,correspondance_officielle_france_competences,officiel
RNCP41386,Créateur industriel,10,2,correspondance_officielle_france_competences,officiel
RNCP41403,Expert en hydrogène énergie (MS),9,1,correspondance_officielle_france_competences,officiel
RNCP41439,Responsable amélioration continue en industrie,12,3,correspondance_officielle_france_competences,officiel
RNCP41593,Mesures physiques : Matériaux et contrôles physico-chimiques,9,1,correspondance_officielle_france_competences,officiel
RNCP41924,"Sciences et ingénierie – Spécialité : Génie Mécanique, des matériaux et aérospatial",11,2,correspondance_officielle_france_competences,officiel
RNCP42010,"Ingénieur diplômé de l'Institut national des sciences appliquées de Lyon, spécialité génie électrique",12,3,correspondance_officielle_france_competences,officiel
RNCP42033,"ingénieur diplômé de l’Ecole polytechnique universitaire de Savoie de l’université de Chambéry, spécialité écologie industrielle",9,1,correspondance_officielle_france_competences,officiel
RNCP42229,"Ingénieur diplômé de l'Ecole nationale supérieure Mines-Télécom Atlantique Bretagne Pays de la Loire de l'Institut Mines-Télécom, spécialité écologie industrielle",12,3,correspondance_officielle_france_competences,officiel
