numero_fiche,intitule_certification,nombre_offres,codes_rome_distincts,methode_correspondance,niveau_confiance
RNCP42692,"Ingénieur diplômé de l'Ecole nationale supérieure des ingénieurs en arts chimiques et technologiques, spécialité matériaux",12,3,correspondance_officielle_france_competences,officiel
RNCP42722,"Ingénieur diplômé de l’École d’ingénieurs SIGMA Clermont de l’Institut National Polytechnique Clermont Auvergne, spécialité mécanique",12,3,correspondance_officielle_france_competences,officiel
RNCP39045,"Ingénieur diplômé de l’école d’ingénieurs de l’université de Caen, spécialité génie nucléaire",3,2,correspondance_officielle_france_competences,officiel
RNCP39411,"Chef d'atelier de maintenance des matériels de parachutage et de largage : option ""Superviser la visite et le conditionnement des matériels de parachutage et de largage"" - option ""Superviser le contrôle et la réparation des matériels de parachutage et de largage""",2,1,correspondance_officielle_france_competences,officiel
RNCP39972,CQP Responsable d'équipe du secteur alimentaire,2,1,correspondance_officielle_france_competences,officiel
RNCP40722,Maintenance et technologie : organisation de la maintenance (fiche nationale),3,2,correspondance_officielle_france_competences,officiel
RNCP41596,"Ingénieur diplômé de l'école polytechnique universitaire de l'université d'Orléans, spécialité Génie industriel",3,2,correspondance_officielle_france_competences,officiel
RNCP41774,Manager de business unit,2,1,correspondance_officielle_france_competences,officiel
RNCP42580,Ingénieur diplômé de l’Institut supérieur d’études logistiques de l’Université du Havre spécialité Génie industriel,2,1,correspondance_officielle_france_competences,officiel
RNCP42742,Responsable de production et de transformation d'énergie de propulsion nucléaire,2,1,correspondance_officielle_france_competences,officiel
RNCP36061,Administrateur système DevOps,11,2,correspondance_officielle_france_competences,officiel
RNCP36164,Technicien veilleur de cybersécurité,12,3,correspondance_officielle_france_competences,officiel
RNCP41807,"Administrateur des systèmes, réseaux et sécurité",11,2,correspondance_officielle_france_competences,officiel
RNCP42617,Chargé des ressources humaines ,6,2,correspondance_officielle_france_competences,officiel
RNCP40547,Histoire et philosophie des sciences (fiche nationale),1,1,correspondance_officielle_france_competences,officiel
RNCP41997,Manager de projets événementiels et touristiques,10,2,correspondance_officielle_france_competences,officiel
RNCP36368,Manager du développement d’affaires à l’international,3,2,correspondance_officielle_france_competences,officiel
RNCP37341,Manager des achats  (MS),1,1,correspondance_officielle_france_competences,officiel
RNCP42667,Manager mode et luxe,1,1,correspondance_officielle_france_competences,officiel
RNCP40487,Maintenance et technologie : systèmes pluritechniques (fiche nationale),1,1,correspondance_officielle_france_competences,officiel
RNCP42240,"ingénieur diplômé de l’Ecole polytechnique universitaire de Savoie de l’université de Chambéry, spécialité  mécanique",1,1,correspondance_officielle_france_competences,officiel
RNCP35924,Gestion (fiche nationale),1,1,correspondance_officielle_france_competences,officiel
RNCP40811,Diplôme d'études supérieures en management international des entreprises (DESMIE),1,1,correspondance_officielle_france_competences,officiel
RNCP39400,Expert des marchés et instruments financiers,7,1,correspondance_officielle_france_competences,officiel
RNCP39481,Programme grande école,9,2,correspondance_officielle_france_competences,officiel
RNCP41035,Diplôme Supérieur en Finance des Marchés et des Entreprises,7,1,correspondance_officielle_france_competences,officiel
RNCP41224,Diplôme en économie et finance,7,1,correspondance_officielle_france_competences,officiel
RNCP41793,Expert en management des risques,7,1,correspondance_officielle_france_competences,officiel
RNCP41881,Expert en finance de marché,10,2,correspondance_officielle_france_competences,officiel
RNCP42071,Expert en banque et ingénierie financière (MS),10,2,correspondance_officielle_france_competences,officiel
RNCP37215,Développement et exploitation de parcs informatiques,7,2,correspondance_officielle_france_competences,officiel
RNCP39253,Auteur réalisateur,2,1,correspondance_officielle_france_competences,officiel
RNCP41244,Diplôme d’études supérieures en film d’animation (Desfa),2,1,correspondance_officielle_france_competences,officiel
RNCP41660,Cadreur - opérateur de prises de vues,2,1,correspondance_officielle_france_competences,officiel
RNCP35878,Chargé des ressources humaines,1,1,correspondance_officielle_france_competences,officiel
RNCP36143,Chargé des ressources humaines,1,1,correspondance_officielle_france_competences,officiel
RNCP36210,Responsable de projets de formation,4,2,correspondance_officielle_france_competences,officiel
RNCP36500,Chargé de recrutement et conseils en ressources humaines,1,1,correspondance_officielle_france_competences,officiel
RNCP38836,Responsable du développement des ressources humaines ,1,1,correspondance_officielle_france_competences,officiel
RNCP39786,Coach professionnel,1,1,correspondance_officielle_france_competences,officiel
RNCP39997,Manager du développement des ressources humaines,1,1,correspondance_officielle_france_competences,officiel
RNCP40663,Coach professionnel,4,2,correspondance_officielle_france_competences,officiel
RNCP40908,Chargé de développement ressources humaines,1,1,correspondance_officielle_france_competences,officiel
RNCP41347,Coach Professionnel,4,2,correspondance_officielle_france_competences,officiel
RNCP42638,Manager des ressources humaines,1,1,correspondance_officielle_france_competences,officiel
RNCP40053,Métiers du BTP : performance énergétique et environnementale des bâtiments (fiche nationale),1,1,correspondance_officielle_france_competences,officiel
RNCP42081,Laveur de citernes alimentaires,1,1,correspondance_officielle_france_competences,officiel
RNCP37398,Conducteur d'installation et de machines automatisées,1,1,correspondance_officielle_france_competences,officiel
RNCP40101,"Systèmes automatisés, réseaux et informatique industrielle (fiche nationale)",1,1,correspondance_officielle_france_competences,officiel
RNCP40384,CQP Technicien de maintenance en hydraulique,1,1,correspondance_officielle_france_competences,officiel
RNCP41893,Chef d’équipe d’exploitation et de maintenance des systèmes d’armes et installations automatisées,1,1,correspondance_officielle_france_competences,officiel
RNCP40171,Opérateur de production,1,1,correspondance_officielle_france_competences,officiel
RNCP35915,Management et commerce international (fiche nationale),2,1,correspondance_officielle_france_competences,officiel
RNCP36555,Diplôme d'études supérieures en management,2,1,correspondance_officielle_france_competences,officiel
RNCP37074,Manager du développement dans la filière vins et spiritueux,2,1,correspondance_officielle_france_competences,officiel
RNCP37968,Diplôme d'Etudes Supérieures en Gestion,2,1,correspondance_officielle_france_competences,officiel
RNCP38755,Diplôme supérieur en développement digital et commercial ,2,1,correspondance_officielle_france_competences,officiel
RNCP38830,Chargé d'affaires commerciales,2,1,correspondance_officielle_france_competences,officiel
RNCP39078,Management et Organisation,2,1,correspondance_officielle_france_competences,officiel
RNCP39135,Gestion et Développement Commercial,2,1,correspondance_officielle_france_competences,officiel
RNCP39211,Manager responsable des organisations sportives (MS),2,1,correspondance_officielle_france_competences,officiel
RNCP39270,Diplôme de gestion et d'administration des affaires,2,1,correspondance_officielle_france_competences,officiel
RNCP40257,Manager d'affaires,2,1,correspondance_officielle_france_competences,officiel
RNCP41107,Responsable marketing et communication,2,1,correspondance_officielle_france_competences,officiel
RNCP41641,Manager expert de la filière équine (MS),2,1,correspondance_officielle_france_competences,officiel
RNCP41688,Manager en ingénierie d'affaires et performance commerciale,2,1,correspondance_officielle_france_competences,officiel
RNCP42267,Diplôme en management international des arts culinaires,2,1,correspondance_officielle_france_competences,officiel
RNCP42677,Programme grande école,2,1,correspondance_officielle_france_competences,officiel
RNCP38404,Vendeur conseil en produits techniques pour l'habitat,1,1,correspondance_officielle_france_competences,officiel
RNCP39859,Photographe entrepreneur,1,1,correspondance_officielle_france_competences,officiel
RNCP42662,Employé de vente polyvalent en magasin,1,1,correspondance_officielle_france_competences,officiel
RNCP40699,Opérateur régleur en usinage assisté par ordinateur,1,1,correspondance_officielle_france_competences,officiel
RNCP41287,Technicien reconstructeur de moteurs thermiques et d'organes,1,1,correspondance_officielle_france_competences,officiel
RNCP38681,Formateur aux métiers de la sécurité,3,1,correspondance_officielle_france_competences,officiel
RNCP39506,Français langue étrangère (fiche nationale),3,1,correspondance_officielle_france_competences,officiel
RNCP40098,"Langues, littératures et civilisations étrangères et régionales (fiche nationale)",3,1,correspondance_officielle_france_competences,officiel
RNCP36171,Agent d'assemblage et de maintenance de batteries d'accumulateurs,1,1,correspondance_officielle_france_competences,officiel
RNCP40669,Monteur-câbleur de circuit imprimé équipé ,1,1,correspondance_officielle_france_competences,officiel
RNCP39500,Docteur en médecine ,1,1,correspondance_officielle_france_competences,officiel
RNCP36287,Expert en stratégie digitale ,6,1,correspondance_officielle_france_competences,officiel
RNCP36473,CQP Préparateur méthodes de fabrication,1,1,correspondance_officielle_france_competences,officiel
RNCP39439,Management et nouvelles technologies,3,2,correspondance_officielle_france_competences,officiel
RNCP39581,Ingénieur projet construction,1,1,correspondance_officielle_france_competences,officiel
RNCP39014,Economie du développement (fiche nationale),3,1,correspondance_officielle_france_competences,officiel
RNCP38359,Assurance,2,2,correspondance_officielle_france_competences,officiel
RNCP41650,Conseiller gestionnaire banque assurance,1,1,correspondance_officielle_france_competences,officiel
RNCP40038,Orthoprothésiste,1,1,correspondance_officielle_france_competences,officiel
RNCP41303,Monteur en ventilation,1,1,correspondance_officielle_france_competences,officiel
RNCP41871,Installateur en pompe à chaleur et climatisation,1,1,correspondance_officielle_france_competences,officiel
RNCP41581,Génie mécanique et productique : Conception et production durables,1,1,correspondance_officielle_france_competences,officiel
RNCP40743,Auxiliaire de puériculture,1,1,correspondance_officielle_france_competences,officiel
RNCP41435,CQP Directeur de caisse ou d'agence,1,1,correspondance_officielle_france_competences,officiel
RNCP36948,Mode,5,1,correspondance_officielle_france_competences,officiel
RNCP35455,Réseaux & Télécommunications : Cybersécurité,153,4,correspondance_officielle_france_competences,officiel
RNCP35456,Réseaux & Télécommunications : Réseaux Opérateurs et Multimédia ,153,4,correspondance_officielle_france_competences,officiel
RNCP35702,"Ingénieur diplômé de l’école polytechnique universitaire de l'université d'Angers, spécialité automatique et informatique ",157,5,correspondance_officielle_france_competences,officiel
RNCP35782,"Ingénieur de l'école nationale supérieure des sciences appliquées et de technologie, spécialité informatique",157,4,correspondance_officielle_france_competences,officiel
RNCP36399,Expert en sécurité digitale,143,3,correspondance_officielle_france_competences,officiel
RNCP36963,Sciences des systèmes communicants  (fiche nationale),142,2,correspondance_officielle_france_competences,officiel
RNCP38004,Expert en ingénierie informatique,161,4,correspondance_officielle_france_competences,officiel
RNCP38105,"Ingénieur systèmes, réseaux et cybersécurité",157,4,correspondance_officielle_france_competences,officiel
RNCP38112,Manager des ressources humaines,137,2,correspondance_officielle_france_competences,officiel
RNCP38182,Économie de l’entreprise et des marchés (fiche nationale),136,1,correspondance_officielle_france_competences,officiel
RNCP38325,"Ingénieur diplômé de l'école polytechnique universitaire de l'Université Côte d’Azur, spécialité Informatique",161,4,correspondance_officielle_france_competences,officiel
RNCP38474,Architecte internet des objets,156,3,correspondance_officielle_france_competences,officiel
RNCP38599,Manager de programmes et projets SI,137,2,correspondance_officielle_france_competences,officiel
RNCP39278,Informatique (fiche nationale),162,5,correspondance_officielle_france_competences,officiel
RNCP39394,Expert en systèmes d’information et sécurité,163,5,correspondance_officielle_france_competences,officiel
RNCP39577,Consultant en stratégie d'entreprise,136,1,correspondance_officielle_france_competences,officiel
RNCP39851,"Administrateur systèmes, réseaux et sécurité",153,4,correspondance_officielle_france_competences,officiel
RNCP40741,Sciences et Ingénierie - Informatique et Cybersécurité,161,4,correspondance_officielle_france_competences,officiel
RNCP40813,Ingénieur diplômé de l'IG2I de Centrale Lille Institut,170,5,correspondance_officielle_france_competences,officiel
RNCP40947,"Ingénieur diplômé de l’école d’ingénieurs Jules Verne de l’université d’Amiens, spécialité cybersécurité",154,5,correspondance_officielle_france_competences,officiel
RNCP41155,"Ingénieur diplômé de Télécom SudParis de l'Institut Mines-Télécom, spécialité informatique et réseaux (Institut Polytechnique de Paris)",157,4,correspondance_officielle_france_competences,officiel
RNCP41171,"Ingénieur diplômé de l’institut des sciences et techniques des Yvelines de l’université de Versailles-Saint-Quentin-en-Yvelines, spécialité informatique",163,5,correspondance_officielle_france_competences,officiel
RNCP41381,Ingénieur diplômé de l'Université Paris XIII spécialité Télécommunications et réseaux,157,4,correspondance_officielle_france_competences,officiel
RNCP41412,Architecte IoT et sécurité des systèmes connectés,156,3,correspondance_officielle_france_competences,officiel
RNCP41483,Product builder no-code,160,4,correspondance_officielle_france_competences,officiel
RNCP41589,Management de la logistique et des transports : Mobilité et supply chain connectées,136,1,correspondance_officielle_france_competences,officiel
RNCP41879,Consultant en assistance à maîtrise d'ouvrage informatique,157,4,correspondance_officielle_france_competences,officiel
RNCP41889,Expert en stratégie et solutions no code/low code,162,5,correspondance_officielle_france_competences,officiel
RNCP42011,Diplôme d'études supérieures en intelligence artificielle et sciences des données,156,3,correspondance_officielle_france_competences,officiel
RNCP42022,"ingénieur diplômé de l’Ecole polytechnique universitaire de Savoie de l’université de Chambéry, spécialité  informatique",162,5,correspondance_officielle_france_competences,officiel
RNCP42099,"Ingénieur diplômé de l'Institut national des sciences appliquées de Lyon, spécialité Télécommunications",161,4,correspondance_officielle_france_competences,officiel
RNCP42204,Responsable green IT,142,2,correspondance_officielle_france_competences,officiel
RNCP42285,"Ingénieur de l'école nationale supérieure des sciences appliquées et de technologie, spécialité informatique",157,4,correspondance_officielle_france_competences,officiel
RNCP42317,Expert en informatique et système d'information ,148,4,correspondance_officielle_france_competences,officiel
RNCP42325,Manager de projets en informatique et systèmes d'information (MS),162,5,correspondance_officielle_france_competences,officiel
RNCP42547,"Ingénieur diplômé de l’école supérieure de Chimie Physique Electronique de Lyon (CPE Lyon), spécialité informatique et cybersécurité",162,5,correspondance_officielle_france_competences,officiel
RNCP42578,Intelligence artificielle et société,156,3,correspondance_officielle_france_competences,officiel
RNCP36050,Sciences et numérique pour la santé (fiche nationale),24,3,correspondance_officielle_france_competences,officiel
RNCP36226,Manager de biobanques,10,2,correspondance_officielle_france_competences,officiel
RNCP38772,Chargé d'expériences en recherche scientifique,1,1,correspondance_officielle_france_competences,officiel
RNCP38962,"Biochimie, biologie moléculaire (fiche nationale)",10,2,correspondance_officielle_france_competences,officiel
RNCP38971,Génétique (fiche nationale),10,2,correspondance_officielle_france_competences,officiel
RNCP38984,Génie mécanique (fiche nationale),13,4,correspondance_officielle_france_competences,officiel
RNCP39489,Sciences du numérique et sport (fiche nationale),30,4,correspondance_officielle_france_competences,officiel
RNCP39508,Immunologie (fiche nationale),10,2,correspondance_officielle_france_competences,officiel
RNCP39692,Biologie végétale (fiche nationale),12,3,correspondance_officielle_france_competences,officiel
RNCP39905,"Ingénieur diplômé de l'Ecole d'ingénieurs Denis-Diderot de l'Université Paris Cité, spécialité Matériaux et Nanotechnologies",12,3,correspondance_officielle_france_competences,officiel
RNCP40020,"Ingénieur diplômé de l’école polytechnique universitaire de l’université de Tours, spécialité mécanique et génie mécanique",13,4,correspondance_officielle_france_competences,officiel
RNCP40772,"Ingénieur diplômé de l'École nationale supérieure de Physique, Électronique et Matériaux de l’Institut polytechnique de Grenoble, spécialité Micro et Nanotechnologies pour les systèmes intégrés",13,4,correspondance_officielle_france_competences,officiel
RNCP40825,"Ingénieur diplômé de l’école Institut Agro Montpellier de l’institut national d’enseignement supérieur pour l’agriculture, l’alimentation et l’environnement, spécialité agronomie",3,2,correspondance_officielle_france_competences,officiel
RNCP40976,"ingénieur diplômé de l'Institut national des sciences appliquées de Lyon, spécialité biotechnologies et bioinformatique",13,4,correspondance_officielle_france_competences,officiel
RNCP41028,"Ingénieur diplômé de l'institut national des sciences appliquées de Toulouse, spécialité génie biologique",11,3,correspondance_officielle_france_competences,officiel
RNCP41253,Ingénieur diplômé de  l’institut national des sciences et industries  du vivant et de l’environnement  (AgroParisTech),12,3,correspondance_officielle_france_competences,officiel
RNCP42234,"Ingénieur diplômé de l’Ecole Polytechnique Universitaire de l’Université Lyon-I, spécialité mathématiques appliquées ",16,3,correspondance_officielle_france_competences,officiel
RNCP42706,"Ingénieur diplômé de l'Institut national des sciences appliquées de Toulouse, spécialité génie biologique",11,3,correspondance_officielle_france_competences,officiel
RNCP36695,Responsable marketing et commercial de la mode et du luxe,1,1,correspondance_officielle_france_competences,officiel
RNCP37131,Diplôme en management international,7,3,correspondance_officielle_france_competences,officiel
RNCP37975,Diplôme de gestion et de management des entreprises,3,2,correspondance_officielle_france_competences,officiel
RNCP38066,"Diplôme Supérieur en Affaires Internationales, Négociation et Géopolitique",3,2,correspondance_officielle_france_competences,officiel
RNCP38496,Manager des achats et de la supply Chain,2,2,correspondance_officielle_france_competences,officiel
RNCP40446,Gestion des achats et des approvisionnements  (fiche nationale),2,2,correspondance_officielle_france_competences,officiel
RNCP35918,Contrôle de gestion et audit organisationnel  (fiche nationale),9,2,correspondance_officielle_france_competences,officiel
RNCP36543,Programme Grande Ecole,9,2,correspondance_officielle_france_competences,officiel
RNCP36677,"Responsable en marketing, commercialisation et gestion",4,2,correspondance_officielle_france_competences,officiel
RNCP37970,Programme grande école,2,1,correspondance_officielle_france_competences,officiel
RNCP39268,Diplôme d’Etudes Spécialisées en Management International,4,2,correspondance_officielle_france_competences,officiel
RNCP39289,Diplôme d'études supérieures en Management Stratégique International,11,3,correspondance_officielle_france_competences,officiel
RNCP39483,"Diplôme d'études supérieures spécialisées en audit, finance et contrôle de gestion",2,1,correspondance_officielle_france_competences,officiel
RNCP40999,Diplôme de comptabilité et de gestion (DCG),2,1,correspondance_officielle_france_competences,officiel
RNCP41054,SKEMA Programme Grande Ecole,2,1,correspondance_officielle_france_competences,officiel
RNCP41195,"Diplôme Supérieur en Marketing, Commerce et Gestion",4,2,correspondance_officielle_france_competences,officiel
RNCP41235,"Diplôme Supérieur en marketing, commerce et gestion",4,2,correspondance_officielle_france_competences,officiel
RNCP41301,Contrôleur de gestion expert,2,1,correspondance_officielle_france_competences,officiel
RNCP41685,Chargé de gestion comptable et financière,2,1,correspondance_officielle_france_competences,officiel
RNCP42524,Contrôleur de gestion,2,1,correspondance_officielle_france_competences,officiel
RNCP40141,Employé commercial ,1,1,correspondance_officielle_france_competences,officiel
RNCP36612,Assistant en ressources humaines,4,1,correspondance_officielle_france_competences,officiel
RNCP37474,Programme en Management International ,4,1,correspondance_officielle_france_competences,officiel
RNCP38289,Adjoint de dirigeant d'entreprise artisanale,5,2,correspondance_officielle_france_competences,officiel
RNCP38442,Responsable ressources humaines ,5,2,correspondance_officielle_france_competences,officiel
RNCP36834,Coordinateur en intervention et/ou en situation d’urgence,1,1,correspondance_officielle_france_competences,officiel
RNCP42636,Expert en renseignement et anticipation des risques et menaces (MS),1,1,correspondance_officielle_france_competences,officiel
RNCP36296,Expert en architectures systèmes-réseaux et en sécurité informatique,21,3,correspondance_officielle_france_competences,officiel
RNCP36490,Concepteur développeur d'applications,20,2,correspondance_officielle_france_competences,officiel
RNCP37873,Concepteur développeur d'applications,14,1,correspondance_officielle_france_competences,officiel
RNCP37901,"Ingénieur diplômé de l’école d’ingénieurs de l’université de Toulon, spécialité systèmes numériques",29,3,correspondance_officielle_france_competences,officiel
RNCP38038,Développeur concepteur logiciel,14,1,correspondance_officielle_france_competences,officiel
RNCP38461,"Concepteur intégrateur d'infrastructures informatiques  (systèmes et réseaux, applicatives, ou de sécurité)",19,2,correspondance_officielle_france_competences,officiel
RNCP38587,Expert en ingénierie de l'intelligence artificielle,27,4,correspondance_officielle_france_competences,officiel
RNCP38656,Ingénieur diplômé d'EURECOM,26,4,correspondance_officielle_france_competences,officiel
RNCP38845,"Ingénieur diplômé de l’école polytechnique universitaire de l’institut national polytechnique Clermont Auvergne, spécialité  génie électrique",25,3,correspondance_officielle_france_competences,officiel
RNCP38942,Directeur artistique,14,1,correspondance_officielle_france_competences,officiel
RNCP38959,"Ingénieur diplômé de l’Institut polytechnique de Grenoble, École nationale supérieure de Physique, Électronique et Matériaux",25,3,correspondance_officielle_france_competences,officiel
RNCP38999,Systèmes de calculs embarqués (fiche nationale),20,3,correspondance_officielle_france_competences,officiel
RNCP39108,Product builder no-code,14,1,correspondance_officielle_france_competences,officiel
RNCP39128,"Ingénieur diplômé du Conservatoire national des arts et métiers, spécialité Informatique et multimédia",14,1,correspondance_officielle_france_competences,officiel
RNCP39162,Ingénieur diplômé de l'Ecole Centrale d'Electronique,29,3,correspondance_officielle_france_competences,officiel
RNCP39583,Expert en développement logiciel,14,1,correspondance_officielle_france_competences,officiel
RNCP39590,Data scientist,14,1,correspondance_officielle_france_competences,officiel
RNCP40103,"Métiers du numérique : conception, rédaction et réalisation web (fiche nationale)",14,1,correspondance_officielle_france_competences,officiel
RNCP40202,Ingénieur diplômé de l’École Centrale de Nantes spécialité Systèmes Embarqués,24,3,correspondance_officielle_france_competences,officiel
RNCP40227,Informatique des organisations ,25,3,correspondance_officielle_france_competences,officiel
RNCP40247,Product builder no-code,14,1,correspondance_officielle_france_competences,officiel
RNCP40319,"Métiers de l'informatique : conception, développement et tests de logiciels (fiche nationale)",21,3,correspondance_officielle_france_competences,officiel
RNCP40672,Product builder no code,14,1,correspondance_officielle_france_competences,officiel
RNCP40677,Product builder no-code,20,2,correspondance_officielle_france_competences,officiel
RNCP41003,Sciences et Ingénierie - Technologie de l'information et multimédia,19,2,correspondance_officielle_france_competences,officiel
RNCP41073,"Ingénieur diplômé de l’université de Toulouse, spécialité Robotique",24,3,correspondance_officielle_france_competences,officiel
RNCP41122,Product builder no code,14,1,correspondance_officielle_france_competences,officiel
RNCP41143,Concepteur de solutions no code,14,1,correspondance_officielle_france_competences,officiel
RNCP41156,Ingénieur diplômé de l'Ecole publique d'Ingénieurs de la santé et du numérique (EPISEN) de l'université Paris Est Créteil Val-de-Marne Spécialité Systèmes d’information ,31,4,correspondance_officielle_france_competences,officiel
RNCP41164,"Ingénieur diplômé de CentraleSupélec, spécialité Systèmes numériques",30,4,correspondance_officielle_france_competences,officiel
RNCP41579,Génie électrique et informatique industrielle : Électronique et systèmes embarqués,14,1,correspondance_officielle_france_competences,officiel
RNCP41608,"Qualité, logistique industrielle et organisation : Management de la transformation digitale",22,3,correspondance_officielle_france_competences,officiel
RNCP41643,Expert en transformation digitale et technologique no code,14,1,correspondance_officielle_france_competences,officiel
RNCP41719,Concepteur développeur de solutions blockchain,14,1,correspondance_officielle_france_competences,officiel
RNCP41726,Product builder no-code,14,1,correspondance_officielle_france_competences,officiel
RNCP41791,Product builder no code,20,2,correspondance_officielle_france_competences,officiel
RNCP42055,Product builder no code,14,1,correspondance_officielle_france_competences,officiel
RNCP42073,Product builder no code,14,1,correspondance_officielle_france_competences,officiel
RNCP42157,Expert en ingénierie des données,20,2,correspondance_officielle_france_competences,officiel
RNCP42193,Expert en stratégie et solutions blockchain,14,1,correspondance_officielle_france_competences,officiel
RNCP42228,"Ingénieur diplômé de l'institut national des sciences appliquées de Rouen, spécialité technologies de l'information et intelligence artificielle",20,2,correspondance_officielle_france_competences,officiel
RNCP42248,"Ingénieur diplômé de l’école polytechnique universitaire de l’institut national polytechnique clermont auvergne, spécialité génie électrique et systèmes embarqués",25,3,correspondance_officielle_france_competences,officiel
RNCP42563,"Ingénieur diplômé de l'Ecole supérieure de chimie physique électronique de Lyon (CPE), spécialité électronique et informatique",14,1,correspondance_officielle_france_competences,officiel
RNCP42590,"Ingénieur diplômé de l'université de Toulouse, spécialité Télécommunications et réseaux",26,4,correspondance_officielle_france_competences,officiel
RNCP42595,"Ingénieur de l’Institut Polytechnique de Grenoble, spécialité génie énergétique et industriel",24,3,correspondance_officielle_france_competences,officiel
RNCP35367,Génie Biologique : Biologie Médicale et Biotechnologie,11,2,correspondance_officielle_france_competences,officiel
RNCP35463,Génie Mécanique et productique : Innovation pour l'industrie,10,2,correspondance_officielle_france_competences,officiel
RNCP35909,Management stratégique (fiche nationale),9,1,correspondance_officielle_france_competences,officiel
RNCP36098,"Ingénieur diplômé de l’école nationale supérieure en génie des technologies industrielles de l’université de pau et des pays de l'adour, spécialité génie des procédés",12,3,correspondance_officielle_france_competences,officiel
RNCP36179,"Ingénieur de l'École nationale supérieure de chimie, de biologie et de physique, de l'Institut polytechnique de Bordeaux (ENSCBP - Bordeaux INP) spécialité Agroalimentaire et génie biologique",12,3,correspondance_officielle_france_competences,officiel
RNCP36182,"Ingénieur de l'École nationale supérieure de chimie, de biologie et de physique, de l'Institut polytechnique de Bordeaux (ENSCBP - Bordeaux INP) spécialité Matériaux",10,2,correspondance_officielle_france_competences,officiel
RNCP37201,"Ingénieur diplômé de l’école nationale supérieure d'électronique, informatique, télécommunications, mathématique et mécanique de Bordeaux de l’institut polytechnique de Bordeaux, spécialité électronique",12,3,correspondance_officielle_france_competences,officiel
RNCP37582,"Ingénieur diplômé de l'Ecole polytechnique universitaire de l'Université Aix Marseille, spécialité ""Matériaux""",12,3,correspondance_officielle_france_competences,officiel
RNCP37702,Ingénieur diplômé de l'école nationale supérieure d'ingénieurs de Bretagne-Sud de l'Université de Bretagne -Sud spécialité génie énergétique et génie électrique,12,3,correspondance_officielle_france_competences,officiel
RNCP38265,Manager du changement et de l'innovation durable (MS),9,1,correspondance_officielle_france_competences,officiel
RNCP38326,"Ingénieur diplômé de l’Université de Perpignan, spécialité énergétique",11,2,correspondance_officielle_france_competences,officiel
RNCP38537,"Ingénieur diplômé de l’Institut National des Sciences Appliquées de Strasbourg, spécialité Mécatronique",13,4,correspondance_officielle_france_competences,officiel
RNCP38582,Expert en ingénierie et gestion du gaz (MS),11,2,correspondance_officielle_france_competences,officiel
RNCP38674,"Ingénieur diplômé de l'école polytechnique universitaire de l'Université de Nantes, spécialité Génie Electrique",12,3,correspondance_officielle_france_competences,officiel
RNCP38683,Ingénierie nucléaire (fiche nationale),9,1,correspondance_officielle_france_competences,officiel
RNCP38689,Energie (fiche nationale),11,2,correspondance_officielle_france_competences,officiel
RNCP38703,Chimie (fiche nationale),10,2,correspondance_officielle_france_competences,officiel
RNCP38709,Chimie physique et analytique (fiche nationale),10,2,correspondance_officielle_france_competences,officiel
RNCP38858," Ingénieur diplômé de l’école polytechnique universitaire de Savoie de l'université de Chambéry, spécialité mécanique",12,3,correspondance_officielle_france_competences,officiel
RNCP38967,Sciences cognitives (fiche nationale),9,1,correspondance_officielle_france_competences,officiel
RNCP38993,Génie civil (fiche nationale),9,1,correspondance_officielle_france_competences,officiel
RNCP39167,"Ingénieur diplômé de l’École nationale supérieure d'arts et métiers, spécialité génie industriel",11,2,correspondance_officielle_france_competences,officiel
RNCP39669,Titre ingénieur – ingénieur diplômé de l’Ecole Nationale Supérieure de Mécanique et des Microtechniques,12,3,correspondance_officielle_france_competences,officiel
RNCP40042,Ingénieur diplômé de l'Ecole polytechnique universitaire de l'Université d'Aix-Marseille spécialité Génie  civil,9,1,correspondance_officielle_france_competences,officiel
RNCP40179,Ingénieur diplômé de l’Institut supérieur d’agriculture Rhône-Alpes,11,2,correspondance_officielle_france_competences,officiel
RNCP40198,Ingénieur diplômé de l'Ecole Centrale de Nantes,9,1,correspondance_officielle_france_competences,officiel
RNCP40324,Sciences de la vision (fiche nationale),10,2,correspondance_officielle_france_competences,officiel
RNCP40345,Concepteur de systèmes IoT sécurisés (MS),9,1,correspondance_officielle_france_competences,officiel
RNCP40467,"Ingénieur diplômé de CentraleSupélec, spécialité Génie Electrique",11,2,correspondance_officielle_france_competences,officiel
RNCP40533,"Ingénieur spécialisé en économie régénérative, diplômé de l’École nationale supérieure d'informatique et de mathématiques appliquées de l’Institut polytechnique de Grenoble",9,1,correspondance_officielle_france_competences,officiel
RNCP40613,"Ingénieur diplômé de l’institut national des sciences appliquées de Rouen, spécialité Mécanique",12,3,correspondance_officielle_france_competences,officiel
RNCP40737,Ingénieur diplômé des hautes études d’ingénieur – JUNIA,12,3,correspondance_officielle_france_competences,officiel
RNCP40763,"Ingénieur spécialisé en Procédés et polymères, diplômé de l'Ecole nationale supérieure du pétrole et des moteurs",12,3,correspondance_officielle_france_competences,officiel
RNCP40769,"Ingénieur spécialisé en Développement et exploitation des gisements, diplômé de l'Ecole nationale supérieure du pétrole et des moteurs ",11,2,correspondance_officielle_france_competences,officiel
RNCP40777,Ingénieur diplômé de l'École nationale d'ingénieurs de Metz de l’université de Lorraine,12,3,correspondance_officielle_france_competences,officiel
